field,cameras,angle_deg,current_snap,discarded_deg,mod90,flip_band,multicam_cardinal_conflict,axis1_2d_len,det2d
edmoor1,1,25.04,0.0,25.04,25.04,False,False,0.4445,-1.0
edview1,1,-23.51,0.0,23.51,23.51,False,False,0.0434,1.0
edview1a,1,-23.51,0.0,23.51,23.51,False,False,0.0434,1.0
edview1b,1,-23.51,0.0,23.51,23.51,False,False,0.0434,1.0
edview2,1,-23.51,0.0,23.51,23.51,False,False,0.0434,1.0
eein1,2,-156.43,-180.0,23.57,66.43,False,False,0.0991,1.0
eein11,2,-156.43,-180.0,23.57,66.43,False,False,0.0991,1.0
eein12,2,-156.43,-180.0,23.57,66.43,False,False,0.0991,1.0
eein2,1,-149.42,-180.0,30.58,59.42,False,False,0.401,-1.0
eein21,1,-149.42,-180.0,30.58,59.42,False,False,0.401,-1.0
eein22,1,-149.42,-180.0,30.58,59.42,False,False,0.401,-1.0
eein3,2,-138.23,-180.0,41.77,48.23,False,False,0.6887,-1.0
eein31,2,-138.23,-180.0,41.77,48.23,False,False,0.6887,-1.0
eein32,2,-138.23,-180.0,41.77,48.23,False,False,0.6887,-1.0
eestone1,1,-155.17,-180.0,24.83,65.17,False,False,0.4072,1.0
eestone2,1,-155.17,-180.0,24.83,65.17,False,False,0.4072,1.0
eestone3,1,-155.17,-180.0,24.83,65.17,False,False,0.4072,1.0
eeview1,1,-155.73,-180.0,24.27,65.73,False,False,0.224,-1.0
eeview2,1,-155.73,-180.0,24.27,65.73,False,False,0.224,-1.0
eeview3,1,-155.73,-180.0,24.27,65.73,False,False,0.224,-1.0
efbig1,1,169.04,180.0,10.96,79.04,False,False,0.1378,1.0
efenter1,1,0.0,0.0,0.0,0.0,False,False,0.9155,-1.0
efenter2,1,0.0,0.0,0.0,0.0,False,False,0.9155,-1.0
efpod1,1,0.04,0.0,0.04,0.04,False,False,0.2054,1.0
efpod1a,1,0.04,0.0,0.04,0.04,False,False,0.2054,1.0
efview1,1,22.76,0.0,22.76,22.76,False,False,0.0938,1.0
efview1a,1,22.76,0.0,22.76,22.76,False,False,0.0938,1.0
efview2,1,22.76,0.0,22.76,22.76,False,False,0.0938,1.0
ehback1,1,-29.09,0.0,29.09,29.09,False,False,0.2567,-1.0
ehback2,30,-29.09,0.0,29.09,29.09,False,False,0.2567,-1.0
ehblan1,1,-111.05,-90.0,21.05,21.05,False,False,0.0143,-1.0
ehblan1a,1,-111.05,-90.0,21.05,21.05,False,False,0.0143,-1.0
ehblan2,1,-111.05,-90.0,21.05,21.05,False,False,0.0143,-1.0
ehblan3,1,-111.05,-90.0,21.05,21.05,False,False,0.0143,-1.0
ehdrug1,1,-113.72,-90.0,23.72,23.72,False,False,0.1024,-1.0
ehenter1,1,0.0,0.0,0.0,0.0,False,False,0.1106,1.0
ehenter2,1,0.0,0.0,0.0,0.0,False,False,0.1106,1.0
ehenter3,1,0.0,0.0,0.0,0.0,False,False,0.1106,1.0
ehenter4,1,0.0,0.0,0.0,0.0,False,False,0.1106,1.0
ehhana1,1,7.2,0.0,7.2,7.2,False,False,0.0211,-1.0
ehnoki1,1,-17.97,0.0,17.97,17.97,False,False,0.4652,-0.99
ehroom1,1,-90.63,-90.0,0.63,0.63,False,False,0.2333,-1.0
ehroom1a,1,-90.63,-90.0,0.63,0.63,False,False,0.2333,-1.0
ehsea1,1,-93.34,-90.0,3.34,3.34,False,False,0.0922,1.0
ehsea2,1,-93.34,-90.0,3.34,3.34,False,False,0.0922,1.0
elroad1,1,-0.11,0.0,0.11,0.11,False,False,0.0017,1.0
elroad2,1,-0.21,0.0,0.21,0.21,False,False,0.1755,-1.0
elroad3,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
elstop1,1,-1.61,0.0,1.61,1.61,False,False,0.4909,-1.0
elview1,1,-2.31,0.0,2.31,2.31,False,False,0.2404,-1.0
elview2,1,-2.31,0.0,2.31,2.31,False,False,0.2404,-1.0
elwall1,1,0.99,0.0,0.99,0.99,False,False,0.3274,-1.0
elwall2,1,0.99,0.0,0.99,0.99,False,False,0.3274,-1.0
elwall3,1,0.99,0.0,0.99,0.99,False,False,0.3274,-1.0
elwall4,1,0.99,0.0,0.99,0.99,False,False,0.3274,-1.0
embind1,1,180.0,180.0,0.0,0.0,False,False,0.4871,-1.0
embind1a,1,180.0,180.0,0.0,0.0,False,False,0.4871,-1.0
embind2,1,0.0,0.0,0.0,0.0,False,False,0.1975,1.0
emlabo1,1,0.0,0.0,0.0,0.0,False,False,0.0432,-1.0
emlabo1a,1,0.0,0.0,0.0,0.0,False,False,0.0432,-1.0
emlabo1b,1,0.0,0.0,0.0,0.0,False,False,0.0432,-1.0
emlabo2,1,0.0,0.0,0.0,0.0,False,False,0.8652,-1.0
emlobby1,1,0.0,0.0,0.0,0.0,False,False,0.2349,1.0
emlobby2,1,-3.91,0.0,3.91,3.91,False,False,0.0925,-1.0
emlobby3,1,0.0,0.0,0.0,0.0,False,False,0.2349,1.0
emlobby4,1,-3.91,0.0,3.91,3.91,False,False,0.0925,-1.0
ending,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
ephall1,1,39.3,0.0,39.3,39.3,True,False,0.0418,-1.0
ephall2,1,-1.71,0.0,1.71,1.71,False,False,0.6241,-1.0
epmeet1,1,2.71,0.0,2.71,2.71,False,False,0.0098,-1.0
eproad1,1,9.8,0.0,9.8,9.8,False,False,0.6575,-1.0
eproad1a,1,9.8,0.0,9.8,9.8,False,False,0.6575,-1.0
eproad2,1,76.2,90.0,13.8,76.2,False,False,0.0171,-1.0
epwork1,1,-8.81,0.0,8.81,8.81,False,False,0.0729,1.0
epwork3,2,-159.85,-180.0,20.15,69.85,False,True,0.0073,1.0
escont1,1,-0.07,0.0,0.07,0.07,False,False,0.1956,-1.0
escouse1,1,-2.1,0.0,2.1,2.1,False,False,0.1087,1.0
escouse2,1,-2.1,0.0,2.1,2.1,False,False,0.1087,1.0
esform1,1,17.45,0.0,17.45,17.45,False,False,0.1173,1.0
esfreez1,1,10.4,0.0,10.4,10.4,False,False,0.0452,1.0
esview1,1,25.19,0.0,25.19,25.19,False,False,0.043,-1.0
esview2,1,25.19,0.0,25.19,25.19,False,False,0.043,-1.0
etsta1,1,7.79,0.0,7.79,7.79,False,False,0.1269,1.0
etsta2,1,7.79,0.0,7.79,7.79,False,False,0.1269,1.0
ewbrdg1,2,0.0,0.0,0.0,0.0,False,True,0.0037,-1.0
ewbrdg2,1,120.83,90.0,30.83,30.83,True,False,0.2755,-1.0
ewdoor1,1,-0.35,0.0,0.35,0.35,False,False,0.0996,-1.0
ewele1,1,-0.49,0.0,0.49,0.49,False,False,0.1406,-1.0
ewele2,1,-0.49,0.0,0.49,0.49,False,False,0.5503,-1.0
ewele3,1,-0.49,0.0,0.49,0.49,False,False,0.0068,-1.0
ewpanel1,1,28.51,0.0,28.51,28.51,False,False,0.754,-1.0
ewpanel2,1,39.16,0.0,39.16,39.16,True,False,0.5319,-1.0
fe2f1,1,0.0,0.0,0.0,0.0,False,False,0.0159,-1.0
feart1f1,1,-10.21,0.0,10.21,10.21,False,False,0.0521,1.0
feart1f2,1,-73.81,-90.0,16.19,73.81,False,False,0.2044,1.0
feart2f1,1,5.3,0.0,5.3,5.3,False,False,0.5031,-1.0
febarac1,1,27.8,0.0,27.8,27.8,False,False,0.2342,-1.0
feblack1,2,0.0,0.0,0.0,0.0,False,False,0.1194,-1.0
feblack2,1,0.0,0.0,0.0,0.0,False,False,0.9385,-1.0
febrdg1,1,10.7,0.0,10.7,10.7,False,False,0.6402,-1.0
feclock1,1,18.49,0.0,18.49,18.49,False,False,0.2485,1.0
feclock2,1,8.0,0.0,8.0,8.0,False,False,0.9058,-1.0
feclock3,1,-2.0,0.0,2.0,2.0,False,False,0.193,-1.0
feclock4,1,13.9,0.0,13.9,13.9,False,False,0.9854,-1.0
feclock5,1,39.19,0.0,39.19,39.19,True,False,0.1426,1.0
feclock6,1,-13.92,0.0,13.92,13.92,False,False,0.417,-1.0
fegate1,1,-2.52,0.0,2.52,2.52,False,False,0.1618,-1.0
fehall1,1,2.69,0.0,2.69,2.69,False,False,0.2926,-1.0
fehall2,1,-2.14,0.0,2.14,2.14,False,False,0.0906,1.0
fein1,1,3.26,0.0,3.26,3.26,False,False,0.9138,-1.0
fejail1,1,9.7,0.0,9.7,9.7,False,False,0.0835,1.0
felast1,2,2.32,0.0,2.32,2.32,False,True,0.2181,1.0
felast2,1,51.9,90.0,38.1,51.9,False,False,0.1304,1.0
felfst1,1,13.99,0.0,13.99,13.99,False,False,0.8341,-1.0
felrele1,1,15.62,0.0,15.62,15.62,False,False,0.3498,-1.0
feopen1,1,176.71,180.0,3.29,86.71,False,False,0.1497,1.0
feopen2,1,-152.86,-180.0,27.14,62.86,False,False,0.1869,-1.0
feout1,1,-6.83,0.0,6.83,6.83,False,False,0.2552,-0.096
fepic1,1,0.0,0.0,0.0,0.0,False,False,0.0,
fepic2,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
fepic3,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
ferfst1,1,-7.41,0.0,7.41,7.41,False,False,0.1925,1.0
feroad1,2,161.66,180.0,18.34,71.66,False,False,0.008,1.0
feroad2,1,-166.01,-180.0,13.99,76.01,False,False,0.1509,1.0
ferrst1,1,17.42,0.0,17.42,17.42,False,False,0.3392,-0.994
feteras1,1,8.89,0.0,8.89,8.89,False,False,0.0383,1.0
fetre1,1,-7.63,0.0,7.63,7.63,False,False,0.5734,-1.0
feware1,1,-19.68,0.0,19.68,19.68,False,False,0.0892,1.0
fewater1,1,61.95,90.0,28.05,61.95,False,False,0.1611,-1.0
fewater2,1,25.2,0.0,25.2,25.2,False,False,0.3812,-1.0
fewater3,1,0.31,0.0,0.31,0.31,False,False,0.9998,-1.0
fewhite1,2,0.0,0.0,0.0,0.0,False,False,0.1194,-1.0
fewhite2,1,0.0,0.0,0.0,0.0,False,False,0.9319,1.0
fewine1,1,62.91,90.0,27.09,62.91,False,False,0.8878,-1.0
fewor1,1,10.3,0.0,10.3,10.3,False,False,0.1616,1.0
fewor2,1,8.84,0.0,8.84,8.84,False,False,0.5828,0.99
feyard1,1,-7.7,0.0,7.7,7.7,False,False,0.0855,-1.0
ffbrdg1,1,0.42,0.0,0.42,0.42,False,False,0.0222,1.0
ffhill1,1,-29.09,0.0,29.09,29.09,False,False,0.2567,-1.0
ffhole1,1,10.59,0.0,10.59,10.59,False,False,0.9185,-1.0
ffhole1a,1,10.59,0.0,10.59,10.59,False,False,0.9185,-1.0
ffseed1,1,17.56,0.0,17.56,17.56,False,False,0.8123,-1.0
fhbrdg1,1,-48.97,-90.0,41.03,48.97,False,False,0.3539,1.0
fhdeck1,1,2.76,0.0,2.76,2.76,False,False,0.0736,1.0
fhdeck2,1,2.76,0.0,2.76,2.76,False,False,0.0736,1.0
fhdeck3,1,45.62,90.0,44.38,45.62,False,False,0.0578,-1.0
fhdeck4,1,35.7,0.0,35.7,35.7,True,False,0.2873,-1.0
fhdeck4a,1,35.7,0.0,35.7,35.7,True,False,0.2873,-1.0
fhdeck5,1,73.28,90.0,16.72,73.28,False,False,0.0668,-0.992
fhdeck6,1,2.76,0.0,2.76,2.76,False,False,0.0736,1.0
fhdeck7,1,-115.91,-90.0,25.91,25.91,False,False,0.0052,0.999
fhdeck7a,1,-115.91,-90.0,25.91,25.91,False,False,0.0052,0.999
fhedge1,1,50.19,90.0,39.81,50.19,False,False,0.2824,-1.0
fhedge11,1,50.19,90.0,39.81,50.19,False,False,0.2824,-1.0
fhedge2,1,99.3,90.0,9.3,9.3,False,False,0.4018,-1.0
fhfish1,1,-42.91,0.0,42.91,42.91,True,False,0.1273,-1.0
fhform1,1,78.91,90.0,11.09,78.91,False,False,0.0866,-1.0
fhhtl1,1,7.1,0.0,7.1,7.1,False,False,0.1392,-1.0
fhhtr1,1,13.6,0.0,13.6,13.6,False,False,0.5963,-1.0
fhmin1,1,-108.41,-90.0,18.41,18.41,False,False,0.2413,-1.0
fhpanel1,1,44.6,0.0,44.6,44.6,True,False,0.7986,-1.0
fhpara11,1,93.3,90.0,3.3,3.3,False,False,0.033,-1.0
fhpara12,1,93.3,90.0,3.3,3.3,False,False,0.033,-1.0
fhparar1,1,6.49,0.0,6.49,6.49,False,False,0.0278,1.0
fhparar2,1,50.81,90.0,39.19,50.81,False,False,0.3089,1.0
fhrail2,1,-0.01,0.0,0.01,0.01,False,False,0.4619,-1.0
fhrail3,1,-75.51,-90.0,14.49,75.51,False,False,0.0401,1.0
fhroof1,1,-118.5,-90.0,28.5,28.5,False,False,0.1892,-1.0
fhtown1,1,1.4,0.0,1.4,1.4,False,False,0.0298,-1.0
fhtown21,1,152.25,180.0,27.75,62.25,False,False,0.0161,1.0
fhtown22,1,152.25,180.0,27.75,62.25,False,False,0.0161,1.0
fhtown23,1,150.76,180.0,29.24,60.76,False,False,0.047,-1.0
fhtown24,1,150.76,180.0,29.24,60.76,False,False,0.047,-1.0
fhview1,1,-175.22,-180.0,4.78,85.22,False,False,0.2467,-1.0
fhwater1,1,-8.81,0.0,8.81,8.81,False,False,0.0996,-1.0
fhwise11,1,11.29,0.0,11.29,11.29,False,False,0.0194,-1.0
fhwise12,1,34.1,0.0,34.1,34.1,True,False,0.0662,1.0
fhwise13,2,24.49,0.0,24.49,24.49,False,True,0.1167,-1.0
fhwise14,1,-145.5,-180.0,34.5,55.5,False,False,0.289,-1.0
fhwise15,1,34.1,0.0,34.1,34.1,True,False,0.0662,1.0
fhwisef1,1,20.5,0.0,20.5,20.5,False,False,0.0839,-1.0
fhwisef2,1,-1.68,0.0,1.68,1.68,False,False,0.0821,1.0
gdsand1,2,-65.91,-90.0,24.09,65.91,False,True,0.0332,-1.0
gdsand3,1,0.0,0.0,0.0,0.0,False,False,0.113,1.0
gdsta1,1,32.5,0.0,32.5,32.5,True,False,0.5691,-0.999
gdtrain1,2,-90.0,-90.0,0.0,0.0,False,True,0.0542,1.0
gdtrain2,1,-0.18,0.0,0.18,0.18,False,False,0.9998,-1.0
gfcar1,1,0.0,0.0,0.0,0.0,False,False,0.4504,-1.0
gfcross1,1,-66.21,-90.0,23.79,66.21,False,False,0.2767,-1.0
gfcross2,1,-66.21,-90.0,23.79,66.21,False,False,0.2767,-1.0
gfelone1,1,98.23,90.0,8.23,8.23,False,False,0.3204,-1.0
gfelone2,1,104.28,90.0,14.28,14.28,False,False,0.887,-1.0
gfelone3,1,98.23,90.0,8.23,8.23,False,False,0.3204,-1.0
gfelone4,1,104.28,90.0,14.28,14.28,False,False,0.887,-1.0
gfhtl1,1,-19.19,0.0,19.19,19.19,False,False,0.0515,-1.0
gfhtl1a,1,-19.19,0.0,19.19,19.19,False,False,0.0515,-1.0
gfhtr1,1,-42.34,0.0,42.34,42.34,True,False,0.0717,-1.0
gfhtr1a,1,-42.34,0.0,42.34,42.34,True,False,0.0717,-1.0
gflain1,1,-11.33,0.0,11.33,11.33,False,False,0.1133,-1.0
gflain11,1,-107.9,-90.0,17.9,17.9,False,False,0.1027,1.0
gflain1a,1,-11.33,0.0,11.33,11.33,False,False,0.1133,-1.0
gflain2,1,55.03,90.0,34.97,55.03,False,False,0.2987,-1.0
gflain2a,1,55.03,90.0,34.97,55.03,False,False,0.2987,-1.0
gfmin1,1,9.42,0.0,9.42,9.42,False,False,0.0987,-1.0
gfmin1a,1,9.42,0.0,9.42,9.42,False,False,0.0987,-1.0
gfmin2,1,-10.32,0.0,10.32,10.32,False,False,0.0797,-1.0
gfmin2a,1,-10.32,0.0,10.32,10.32,False,False,0.0797,-1.0
gfrich1,1,6.58,0.0,6.58,6.58,False,False,0.361,-1.0
gfrich1a,1,6.58,0.0,6.58,6.58,False,False,0.361,-1.0
gfview1,1,90.0,90.0,0.0,0.0,False,False,0.387,-1.0
gfview1a,1,90.0,90.0,0.0,0.0,False,False,0.387,-1.0
gfvill1,1,-87.02,-90.0,2.98,87.02,False,False,0.1831,-1.0
gfvill1a,1,-87.02,-90.0,2.98,87.02,False,False,0.1831,-1.0
gfvill21,1,9.39,0.0,9.39,9.39,False,False,0.2165,-1.0
gfvill22,1,63.5,90.0,26.5,63.5,False,False,0.1633,1.0
gfvill23,1,-84.9,-90.0,5.1,84.9,False,False,0.8008,-1.0
gfvill24,1,9.39,0.0,9.39,9.39,False,False,0.2165,-1.0
gfvill31,1,42.9,0.0,42.9,42.9,True,False,0.2538,-1.0
gfvill32,1,42.9,0.0,42.9,42.9,True,False,0.2538,-1.0
ggback1,1,129.81,90.0,39.81,39.81,True,False,0.0118,1.0
ggele1,1,-25.14,0.0,25.14,25.14,False,False,0.2166,-1.0
gggate1,1,0.0,0.0,0.0,0.0,False,False,0.4727,-1.0
gggate2,2,59.07,90.0,30.93,59.07,False,True,0.484,-1.0
gggate3,1,-3.72,0.0,3.72,3.72,False,False,0.5378,-1.0
gggate4,1,2.59,0.0,2.59,2.59,False,False,0.0149,1.0
gggro1,1,91.41,90.0,1.41,1.41,False,False,0.2374,-1.0
gggroen1,1,-73.58,-90.0,16.42,73.58,False,False,0.1173,1.0
gggroen2,1,0.31,0.0,0.31,0.31,False,False,0.4463,-1.0
gggym1,1,-11.51,0.0,11.51,11.51,False,False,0.2133,-1.0
gggym2,1,-13.51,0.0,13.51,13.51,False,False,0.012,1.0
gghall1,1,-36.37,0.0,36.37,36.37,True,False,0.7426,-1.0
gghall2,1,-0.32,0.0,0.32,0.32,False,False,0.2739,1.0
ggkodo1,1,27.18,0.0,27.18,27.18,False,False,0.3117,-1.0
ggkodo2,2,12.09,0.0,12.09,12.09,False,False,0.3871,1.0
ggkodo3,1,28.93,0.0,28.93,28.93,False,False,0.9955,1.0
ggkodo4,2,12.09,0.0,12.09,12.09,False,False,0.3871,1.0
ggroad1,1,67.11,90.0,22.89,67.11,False,False,0.342,-1.0
ggroad2,1,0.0,0.0,0.0,0.0,False,False,0.9963,-1.0
ggroad3,1,127.04,90.0,37.04,37.04,True,False,0.326,-1.0
ggroad5,1,-43.82,0.0,43.82,43.82,True,False,0.1295,1.0
ggroad6,1,0.0,0.0,0.0,0.0,False,False,0.4634,-1.0
ggroad7,1,0.0,0.0,0.0,0.0,False,False,0.0854,-1.0
ggroad8,1,-1.2,0.0,1.2,1.2,False,False,0.3338,-1.0
ggroad8a,1,-1.2,0.0,1.2,1.2,False,False,0.3338,-1.0
ggroad8b,1,-1.2,0.0,1.2,1.2,False,False,0.3338,-1.0
ggroad9,1,2.11,0.0,2.11,2.11,False,False,0.3828,-1.0
ggroad9a,1,2.11,0.0,2.11,2.11,False,False,0.3828,-1.0
ggroad9b,1,2.11,0.0,2.11,2.11,False,False,0.3828,-1.0
ggroom1,2,17.55,0.0,17.55,17.55,False,True,0.4281,-1.0
ggroom2,1,-25.95,0.0,25.95,25.95,False,False,0.205,-0.998
ggroom3,1,51.56,90.0,38.44,51.56,False,False,0.2033,-1.0
ggroom4,1,0.0,0.0,0.0,0.0,False,False,0.1936,-1.0
ggroom5,1,60.46,90.0,29.54,60.46,False,False,0.1573,1.0
ggroom6,1,25.78,0.0,25.78,25.78,False,False,0.2044,-1.0
ggroom7,1,0.0,0.0,0.0,0.0,False,False,0.1936,-1.0
ggsta1,1,19.8,0.0,19.8,19.8,False,False,0.16,-1.0
ggstaen1,2,48.6,90.0,41.4,48.6,False,True,0.1297,1.0
ggstaen2,1,141.8,180.0,38.2,51.8,False,False,0.3268,1.0
ggstand1,1,67.4,90.0,22.6,67.4,False,False,0.52,-1.0
ggview1,1,1.6,0.0,1.6,1.6,False,False,0.2626,1.0
ggview2,1,1.6,0.0,1.6,1.6,False,False,0.2626,1.0
ggwitch1,1,-17.01,0.0,17.01,17.01,False,False,0.3835,-1.0
ggwitch2,1,-51.01,-90.0,38.99,51.01,False,False,0.4532,-1.0
glclock1,2,-0.1,0.0,0.1,0.1,False,False,0.406,-1.0
glclock2,1,-0.17,0.0,0.17,0.17,False,False,0.0281,-1.0
glclub1,2,-9.53,0.0,9.53,9.53,False,True,0.2882,-1.0
glclub2,1,-102.86,-90.0,12.86,12.86,False,False,0.0036,0.999
glclub4,2,-115.91,-90.0,25.91,25.91,False,True,0.1427,-1.0
glclub5,1,45.19,90.0,44.81,45.19,False,False,0.096,-1.0
glform1,1,-19.79,0.0,19.79,19.79,False,False,0.0799,-1.0
glfurin1,1,-0.48,0.0,0.48,0.48,False,False,0.0129,-1.0
glfurin2,1,11.74,0.0,11.74,11.74,False,False,0.1886,1.0
glfurin3,1,95.44,90.0,5.44,5.44,False,False,0.5312,-1.0
glfurin4,1,-0.48,0.0,0.48,0.48,False,False,0.0129,-1.0
glfurin5,1,-0.48,0.0,0.48,0.48,False,False,0.0129,-1.0
glfury1,2,10.59,0.0,10.59,10.59,False,False,0.0263,-1.0
glfury2,1,20.99,0.0,20.99,20.99,False,False,0.3533,1.0
glfuryb1,1,-9.1,0.0,9.1,9.1,False,False,0.4772,-1.0
glgate1,1,13.5,0.0,13.5,13.5,False,False,0.1019,-1.0
glgate2,1,143.25,180.0,36.75,53.25,False,False,0.2901,1.0
glgate2a,1,143.25,180.0,36.75,53.25,False,False,0.2901,1.0
glgate3,1,154.92,180.0,25.08,64.92,False,False,0.0205,1.0
glgate3a,1,154.92,180.0,25.08,64.92,False,False,0.0205,1.0
glgateb1,1,60.02,90.0,29.98,60.02,False,False,0.2721,-1.0
glgatei1,1,45.78,90.0,44.22,45.78,False,False,0.3484,-1.0
glgatei2,1,-140.39,-180.0,39.61,50.39,False,False,0.3038,-1.0
glhtl1,1,-3.21,0.0,3.21,3.21,False,False,0.021,-1.0
glhtr1,1,-24.21,0.0,24.21,24.21,False,False,0.2302,-1.0
glhtr1a,1,-24.21,0.0,24.21,24.21,False,False,0.2302,-1.0
glkara1,1,-3.26,0.0,3.26,3.26,False,False,0.0252,-1.0
glkara2,1,-165.45,-180.0,14.55,75.45,False,False,0.2431,1.0
glmall1,1,33.73,0.0,33.73,33.73,True,False,0.3014,-1.0
glmall2,1,-9.91,0.0,9.91,9.91,False,False,0.063,-1.0
glprefr1,1,0.55,0.0,0.55,0.55,False,False,0.2244,-1.0
glprefr2,1,-171.99,-180.0,8.01,81.99,False,False,0.1393,1.0
glprefr3,1,-57.41,-90.0,32.59,57.41,False,False,0.0435,1.0
glprein1,1,-16.26,0.0,16.26,16.26,False,False,0.1386,-1.0
glpreo1,1,-127.34,-90.0,37.34,37.34,True,False,0.3717,-1.0
glpreo2,1,-154.74,-180.0,25.26,64.74,False,False,0.2541,-1.0
glpreo3,1,-153.87,-180.0,26.13,63.87,False,False,0.0338,-1.0
glrent1,1,-52.15,-90.0,37.85,52.15,False,False,0.0002,-0.79
glroad1,1,-30.01,0.0,30.01,30.01,True,False,0.077,-1.0
glsta1,1,-19.05,0.0,19.05,19.05,False,False,0.6736,-1.0
glsta2,1,-179.85,-180.0,0.15,89.85,False,False,0.0442,0.999
glsta3,1,-179.85,-180.0,0.15,89.85,False,False,0.0442,0.999
glsta4,1,-179.85,-180.0,0.15,89.85,False,False,0.0442,0.999
glstage1,2,179.62,180.0,0.38,89.62,False,True,0.0459,-1.0
glstage2,1,-11.16,0.0,11.16,11.16,False,False,0.8053,-1.0
glstage3,2,-11.16,0.0,11.16,11.16,False,False,0.8053,-1.0
glstaup1,1,-147.34,-180.0,32.66,57.34,False,False,0.2724,-1.0
glstaup2,1,124.78,90.0,34.78,34.78,True,False,0.1159,-1.0
glstaup3,1,-123.07,-90.0,33.07,33.07,True,False,0.2725,-1.0
glstaup4,1,-147.34,-180.0,32.66,57.34,False,False,0.2724,-1.0
glstaup5,1,124.78,90.0,34.78,34.78,True,False,0.1159,-1.0
gltown1,1,-5.26,0.0,5.26,5.26,False,False,0.2376,-0.995
glwater1,1,-3.19,0.0,3.19,3.19,False,False,0.026,-0.974
glwater2,1,89.92,90.0,0.08,89.92,False,False,0.6013,-1.0
glwater3,1,-26.77,0.0,26.77,26.77,False,False,0.4733,-1.0
glwater4,1,-0.5,0.0,0.5,0.5,False,False,0.4695,-1.0
glwater5,1,-0.5,0.0,0.5,0.5,False,False,0.4695,-1.0
glwitch1,2,168.57,180.0,11.43,78.57,False,True,0.0153,1.0
glwitch2,1,13.85,0.0,13.85,13.85,False,False,0.1707,-1.0
glwitch3,2,168.57,180.0,11.43,78.57,False,True,0.0153,1.0
glyagu1,1,-157.99,-180.0,22.01,67.99,False,False,0.0279,-1.0
glyagu2,1,-34.44,0.0,34.44,34.44,True,False,0.2812,1.0
gmcont1,1,0.0,0.0,0.0,0.0,False,False,0.218,-1.0
gmcont2,1,0.0,0.0,0.0,0.0,False,False,0.095,-1.0
gmden1,1,26.81,0.0,26.81,26.81,False,False,0.0726,1.0
gmhouse1,1,-0.13,0.0,0.13,0.13,False,False,0.0068,1.0
gmmoni1,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
gmout1,1,68.5,90.0,21.5,68.5,False,False,0.0262,1.0
gmpark1,1,0.0,0.0,0.0,0.0,False,False,0.0347,1.0
gmpark2,1,0.0,0.0,0.0,0.0,False,False,0.0347,1.0
gmshoot1,1,0.0,0.0,0.0,0.0,False,False,0.4661,-1.0
gmtika1,1,46.98,90.0,43.02,46.98,False,False,0.3985,-1.0
gmtika2,1,-60.37,-90.0,29.63,60.37,False,False,0.5708,-1.0
gmtika3,1,0.0,0.0,0.0,0.0,False,False,0.2278,-1.0
gmtika4,1,0.0,0.0,0.0,0.0,False,False,0.6423,-1.0
gmtika5,1,0.0,0.0,0.0,0.0,False,False,0.6143,-1.0
gnroad1,1,0.0,0.0,0.0,0.0,False,False,0.1787,-1.0
gnroad2,1,0.0,0.0,0.0,0.0,False,False,0.1787,-1.0
gnroad3,1,0.0,0.0,0.0,0.0,False,False,0.1787,-1.0
gnroad4,1,0.0,0.0,0.0,0.0,False,False,0.1787,-1.0
gnroad5,1,0.0,0.0,0.0,0.0,False,False,0.0,
gnroom1,1,0.0,0.0,0.0,0.0,False,False,0.0525,-1.0
gnroom2,1,0.0,0.0,0.0,0.0,False,False,0.2019,-1.0
gnroom3,1,0.0,0.0,0.0,0.0,False,False,0.085,-1.0
gnroom4,1,0.0,0.0,0.0,0.0,False,False,0.0498,-1.0
gnview1,1,19.5,0.0,19.5,19.5,False,False,0.1942,-1.0
gover,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
gparm1,1,-108.5,-90.0,18.5,18.5,False,False,0.6884,-1.0
gpbig1,1,38.32,0.0,38.32,38.32,True,False,0.2086,-1.0
gpbig1a,1,38.32,0.0,38.32,38.32,True,False,0.2086,-1.0
gpbig2,1,-24.76,0.0,24.76,24.76,False,False,0.1648,-1.0
gpbig2a,1,-24.76,0.0,24.76,24.76,False,False,0.1648,-1.0
gpbig3,1,60.01,90.0,29.99,60.01,False,False,0.1672,-1.0
gpbigin1,1,0.0,0.0,0.0,0.0,False,False,0.0,
gpbigin2,1,12.59,0.0,12.59,12.59,False,False,0.6157,-1.0
gpbigin3,1,0.0,0.0,0.0,0.0,False,False,0.0,
gpbigin4,1,12.59,0.0,12.59,12.59,False,False,0.6157,-1.0
gpbigin5,1,12.59,0.0,12.59,12.59,False,False,0.6157,-1.0
gpbigin6,1,0.0,0.0,0.0,0.0,False,False,0.0,
gpbrdg1,1,129.1,90.0,39.1,39.1,True,False,0.6789,0.875
gpcell1,1,-3.7,0.0,3.7,3.7,False,False,0.2258,-1.0
gpcont1,1,0.0,0.0,0.0,0.0,False,False,0.1013,-1.0
gpcont2,1,-108.31,-90.0,18.31,18.31,False,False,0.1154,-1.0
gpescap1,1,4.26,0.0,4.26,4.26,False,False,0.1968,-1.0
gpexit1,1,98.49,90.0,8.49,8.49,False,False,0.0048,0.994
